station_id_int,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
4961,61 St & Borden Ave,5611.04,40.72558,-73.90417,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
4985,St Johns Pl & Saratoga Ave,3877.01,40.669897579242175,-73.916963785886765,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5004,58 St & 56 Dr,5548.01,40.72419,-73.91244,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5015,Crown St & Rogers Ave,3768.02,40.66639,-73.95346,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5016,New York Ave & Crown St,3800.02,40.66626,-73.948,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5017,Albany Ave & Carroll St,3791.02,40.6667,-73.93972,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5018,Crown St & Troy Ave,3751.05,40.66559,-73.93712,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5019,Kingston Ave & Montgomery St,3759.07,40.66481,-73.94269,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5021,Lewis Ave & Fulton St,4196.01,40.67972,-73.93467,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5025,Kingston Ave & Carroll St,3831.03,40.66688,-73.9425,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5026,Schenectady Ave & President St,3822.08,40.66732,-73.93398,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5027,Empire Blvd & New York Ave,3728.04,40.66403,-73.94769,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5028,Sterling St & Nostrand Ave,3657.06,40.66318,-73.95076,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5029,Rogers Ave & Lincoln Rd,3625.07,40.66127,-73.95352,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5030,Eastern Pkwy & Nostrand Ave,3911.05,40.66967,-73.9503,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5031,Eastern Pkwy & Brooklyn Ave,3871.02,40.66939,-73.94514,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5032,Eastern Pkwy & Schenectady Ave,3893.03,40.66876,-73.93376,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5033,Carroll St & Utica Ave,3782.03,40.66619,-73.93162,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5034,Bedford Ave & Maple St,3625.04,40.66035,-73.95679,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5035,Maple St & Flatbush Ave,3593.01,40.66026,-73.96045,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5036,Flatbush Ave & Fenimore St,3520.01,40.65798,-73.96051,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5037,Parkside Ave & Flatbush Ave,3480.04,40.65563,-73.95968,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5038,Bedford Ave & Fenimore St,3552.09,40.65815,-73.95674,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5039,Bedford Ave & Clarkson Ave,3439.03,40.65519,-73.9564,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5042,Winthrop St & Nostrand Ave,3544.02,40.65707,-73.95005,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5043,Clarkson Ave & Nostrand Ave,3472.03,40.65549,-73.94983,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5044,Maple St & New York Ave,3617.02,40.66104,-73.94795,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5045,New York Ave & Hawthorne St,3504.02,40.65794,-73.94735,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5046,E New York Ave & Brooklyn Ave,3688.07,40.66184,-73.94542,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5047,Midwood St & Kingston Ave,3648.06,40.66067,-73.94243,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5048,E New York Ave & Troy Ave,3680.04,40.66227,-73.93762,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5050,Albany Ave & Winthrop St,3535.02,40.65791,-73.93967,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5051,Midwood St & Utica Ave,3599.01,40.66124,-73.93164,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5052,Clarkson Ave & Utica Ave,3486.02,40.65666,-73.93109,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5056,Catalpa Ave & Woodward Ave,4912.10,40.70229,-73.90145,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5057,Cypress Ave & St Felix Ave,4687.03,40.69559,-73.89927,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5058,65 Pl & Metropolitan Ave,5199.02,40.71237,-73.89499,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5059,Lincoln Rd & Ocean Ave,3633.08,40.6605,-73.9626,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5060,Lefferts Ave & Albany Ave,3719.02,40.66288,-73.94019,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5061,Maple St & Albany Ave,3608.06,40.66155,-73.93974,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5062,Lefferts Ave & Schenectady Ave,3710.07,40.66343,-73.93472,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5066,Grand Ave & 55 St,5369.01,40.71888,-73.91427,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5067,Palmetto St & Traffic Ave,5129.01,40.70929,-73.89441,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5068,64 St & 53 Dr,5688.02,40.72897,-73.90115,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5071,President St & Nostrand Ave,3839.02,40.66811,-73.9505,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5072,Rutland Rd & Brooklyn Ave,3576.10,40.65969,-73.94517,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5073,Seneca Ave & Decatur St,4757.06,40.69723,-73.89811,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5075,Eliot Ave & 60 Ln,5248.05,40.71391,-73.90299,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
5076,Winthrop St & Schenectady Ave,3526.06,40.65808,-73.93415,71,"KEY, CREDITCARD",0,false,0,0,0,0,false,false,false,false,1970-01-02 00:00:00.000000 UTC
3421,Hoyt St & Warren St,4330.09,40.6843549,-73.98901629,71,"KEY, CREDITCARD",34,false,34,0,0,0,true,true,true,false,2023-02-02 22:17:24.000000 UTC
3407,Union St & Nevins St,4143.03,40.679097997216843,-73.987654745578766,71,"KEY, CREDITCARD",35,false,34,0,1,0,true,true,true,false,2023-02-03 00:05:32.000000 UTC
417,Barclay St & Church St,5216.04,40.71291224,-74.01020234,71,"KEY, CREDITCARD",37,false,37,0,0,0,true,true,true,false,2023-02-03 00:07:07.000000 UTC
3333,Columbia St & Lorraine St,4013.08,40.6747055,-74.0075572,71,"KEY, CREDITCARD",37,false,34,0,3,0,true,true,true,false,2023-02-03 00:05:21.000000 UTC
3107,Bedford Ave & Nassau Ave,5550.05,40.72311651,-73.95212324,71,"KEY, CREDITCARD",39,false,37,0,2,0,true,true,true,false,2023-02-03 00:03:01.000000 UTC
4706,Rutgers St & Henry St,5230.02,40.713321512081862,-73.990096896886826,71,"KEY, CREDITCARD",40,false,36,0,4,0,true,true,true,false,2023-02-03 00:06:12.000000 UTC
3705,Thompson St & Bleecker St,5721.07,40.728400594508287,-73.999687805771828,71,"KEY, CREDITCARD",41,false,40,0,0,0,true,true,true,false,2023-02-03 00:01:18.000000 UTC
4690,Greenwich St & Rector St,5073.07,40.708065823806457,-74.0135595202446,71,"KEY, CREDITCARD",41,false,36,0,5,0,true,true,true,false,2023-02-03 00:04:12.000000 UTC
3068,Humboldt St & Varet St,4956.02,40.7031724,-73.940636,71,"KEY, CREDITCARD",42,false,41,0,1,0,true,true,true,false,2023-02-03 00:03:45.000000 UTC
315,South St & Gouverneur Ln,4953.04,40.70355377,-74.00670227,71,"KEY, CREDITCARD",43,false,40,0,2,0,true,true,true,false,2023-02-02 23:55:00.000000 UTC
4691,Washington St & Laight St,5509.02,40.72231,-74.0106,71,"KEY, CREDITCARD",43,false,34,0,6,0,true,true,true,false,2023-02-02 23:53:25.000000 UTC
4407,Duane St & Hudson St,5359.12,40.71703,-74.00925,71,"KEY, CREDITCARD",44,false,42,0,1,0,true,true,true,false,2023-02-03 00:06:46.000000 UTC
4709,Greene St & Prince St,5602.06,40.725117344223868,-73.999304920434952,71,"KEY, CREDITCARD",45,false,36,0,9,0,true,true,true,false,2023-02-03 00:01:34.000000 UTC
4594,Ashland Pl & Dekalb Ave,4513.09,40.690065,-73.978776,71,"KEY, CREDITCARD",47,false,40,0,6,0,true,true,true,false,2023-02-03 00:05:36.000000 UTC
4741,W 17 St & 7 Ave,6107.08,40.740564236339523,-73.998525738716125,71,"KEY, CREDITCARD",47,false,36,0,10,0,true,true,true,false,2023-02-03 00:07:13.000000 UTC
4737,Walker St & Baxter St,5351.07,40.717411,-73.999573,71,"KEY, CREDITCARD",47,false,34,0,12,0,true,true,true,false,2023-02-03 00:03:23.000000 UTC
4980,2 Ave & 39 St,3460.05,40.655722167971554,-74.010008275508881,71,"KEY, CREDITCARD",48,false,45,0,2,0,true,true,true,false,2023-02-02 23:43:52.000000 UTC
336,Sullivan St & Washington Sq,5721.01,40.73047747,-73.99906065,71,"KEY, CREDITCARD",57,false,55,0,2,0,true,true,true,false,2023-02-03 00:05:19.000000 UTC
83,Atlantic Ave & Fort Greene Pl,4354.07,40.68382604,-73.97632328,71,"KEY, CREDITCARD",61,false,43,0,17,0,true,true,true,false,2023-02-02 23:58:43.000000 UTC
427,Bus Slip & State St,4889.06,40.701907,-74.013942,71,"KEY, CREDITCARD",69,false,55,0,14,0,true,true,true,false,2023-02-03 00:02:30.000000 UTC
4170,Webster Ave & E 166 St,8052.01,40.828975,-73.911259,71,"KEY, CREDITCARD",0,false,0,0,0,0,true,true,true,false,1970-01-02 00:00:00.000000 UTC
4543,Folin St & E 181 St,8435.06,40.853929,-73.898385,71,"KEY, CREDITCARD",0,false,0,0,0,0,true,true,true,false,1970-01-02 00:00:00.000000 UTC
4998,College Ave & E 169 St,8141.05,40.835122799036405,-73.911968171596527,71,"KEY, CREDITCARD",0,false,0,0,0,0,true,true,true,false,1970-01-02 00:00:00.000000 UTC
3833,Madison St & Evergreen Ave,4560.01,40.69122,-73.91693,71,"KEY, CREDITCARD",18,false,0,0,18,0,true,true,true,false,2023-02-02 22:00:33.000000 UTC
4570,W 176 St & Montgomery Ave,8366.06,40.849629,-73.919205,71,"KEY, CREDITCARD",19,false,0,0,13,0,true,true,true,false,2023-02-02 21:50:18.000000 UTC
4553,Andrew Ave N & Hall of Fame Tce,8520.01,40.85834,-73.91008,71,"KEY, CREDITCARD",19,false,0,0,17,0,true,true,true,false,2023-02-02 21:18:59.000000 UTC
4103,Ogden Ave & W 165 St,8149.09,40.834457,-73.928381,71,"KEY, CREDITCARD",19,false,0,0,18,0,true,true,true,false,2023-02-02 22:44:53.000000 UTC
4227,Crotona Park East & E 173 St,8182.02,40.837037,-73.890413,71,"KEY, CREDITCARD",19,false,0,0,18,0,true,true,true,false,2023-02-02 20:52:28.000000 UTC
4493,Anthony Ave & E 175 St,8319.01,40.846465,-73.903869,71,"KEY, CREDITCARD",19,false,0,0,18,0,true,true,true,false,2023-02-02 23:17:20.000000 UTC
4569,E 201 St & Briggs Ave,8717.07,40.87207,-73.88459,71,"KEY, CREDITCARD",19,false,0,0,18,0,true,true,true,false,2023-02-02 09:14:20.000000 UTC
278,Concord St & Bridge St,4781.03,40.69766564,-73.98476437,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 23:12:30.000000 UTC
3883,Harman St & Seneca Ave,5002.09,40.70577,-73.91292,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 16:51:34.000000 UTC
3966,Wales Ave & E 147 St,7751.05,40.811314,-73.907729,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-03 00:06:02.000000 UTC
4139,Tinton Ave & E 165 St,7991.01,40.824796,-73.90242,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 21:44:00.000000 UTC
4159,3 Ave & E 172 St,8205.05,40.839586,-73.900277,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 22:35:23.000000 UTC
4391,52 St & 6 Ave,3084.05,40.642703,-74.009441,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 22:24:23.000000 UTC
4628,Aqueduct Ave & W 190 St,8605.06,40.8649213,-73.9024238,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 14:21:37.000000 UTC
4860,60 Ave & Fresh Pond Rd,5321.08,40.71693,-73.90198,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 17:29:50.000000 UTC
4864,57 Rd & 59 St,5510.02,40.72249,-73.90854,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 18:08:11.000000 UTC
4865,56 Dr & 59 St,5579.02,40.72403,-73.90853,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 16:51:10.000000 UTC
4866,Fresh Pond Rd & Flushing Ave,5501.06,40.72155,-73.90295,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 16:36:08.000000 UTC
4900,Macon St & Patchen Ave,4301.04,40.68374,-73.9261,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 22:38:23.000000 UTC
4965,Sumpter St & Fulton St,4187.04,40.67923,-73.92588,71,"KEY, CREDITCARD",19,false,0,0,19,0,true,true,true,false,2023-02-02 09:34:38.000000 UTC
4048,St. Nicholas Ave & W 157 St,8085.09,40.832314,-73.94102,71,"KEY, CREDITCARD",20,false,0,0,17,0,true,true,true,false,2023-02-02 23:19:08.000000 UTC
4098,Shakespeare Ave & W 169 St,8198.05,40.839312,-73.922423,71,"KEY, CREDITCARD",20,false,0,0,17,0,true,true,true,false,2023-02-02 08:13:31.000000 UTC
3827,Halsey St & Broadway,4366.01,40.68565,-73.91564,71,"KEY, CREDITCARD",20,false,0,0,19,0,true,true,true,false,2023-02-02 22:55:58.000000 UTC
4025,Edgecombe Ave & W 150 St,8049.05,40.826881,-73.941427,71,"KEY, CREDITCARD",20,false,0,0,19,0,true,true,true,false,2023-02-02 16:34:50.000000 UTC
4083,Walton Ave & E 168 St,8179.03,40.83649,-73.918316,71,"KEY, CREDITCARD",20,false,0,0,19,0,true,true,true,false,2023-02-02 21:35:02.000000 UTC
4104,Old Broadway & W 133 St,7881.09,40.818212,-73.955277,71,"KEY, CREDITCARD",20,false,0,0,20,0,true,true,true,false,2023-02-02 21:00:24.000000 UTC
4542,Andrews Ave S & W 179 St,8483.02,40.855156,-73.91278,71,"KEY, CREDITCARD",20,false,0,0,20,0,true,true,true,false,2023-02-02 09:14:18.000000 UTC
4551,Popham Ave & W 174 St,8348.02,40.847746,-73.922079,71,"KEY, CREDITCARD",20,false,0,0,20,0,true,true,true,false,2023-02-02 22:32:32.000000 UTC
4862,Grand Ave & 58 Ave,5471.04,40.72098,-73.90701,71,"KEY, CREDITCARD",20,false,0,0,20,0,true,false,false,false,2023-02-02 09:54:37.000000 UTC
4926,Pacific St & Troy Ave,4122.03,40.67686,-73.93607,71,"KEY, CREDITCARD",20,false,0,0,20,0,true,true,true,false,2023-02-02 23:22:32.000000 UTC
4471,Amsterdam Ave & W 186 St,8394.15,40.851113,-73.928808,71,"KEY, CREDITCARD",21,false,0,0,17,0,true,true,true,false,2023-02-02 21:40:43.000000 UTC
4743,Audubon Ave & W 192 St,8469.05,40.855890306038887,-73.927082419395447,71,"KEY, CREDITCARD",21,false,0,0,18,0,true,true,true,false,2023-02-02 20:40:43.000000 UTC
3945,Amsterdam Ave & W 136 St,7920.05,40.819746,-73.951819,71,"KEY, CREDITCARD",21,false,0,0,19,0,true,true,true,false,2023-02-02 23:24:39.000000 UTC
4390,46 St & 6 Ave,3161.02,40.645921,-74.005708,71,"KEY, CREDITCARD",21,false,0,0,20,0,true,true,true,false,2023-02-02 22:09:36.000000 UTC
4400,46 St & 7 Ave,3117.05,40.644743,-74.003754,71,"KEY, CREDITCARD",21,false,0,0,21,0,true,true,true,false,2023-02-03 00:07:13.000000 UTC
4601,E Burnside Ave & Ryer Ave,8397.02,40.850535,-73.901318,71,"KEY, CREDITCARD",21,false,0,0,21,0,true,true,true,false,2023-02-02 22:28:52.000000 UTC
4858,Page Pl & Grand Ave,5409.02,40.71798,-73.91818,71,"KEY, CREDITCARD",21,false,0,0,21,0,true,true,true,false,2023-02-02 09:54:37.000000 UTC
4014,Riverside Dr & W 148 St,8054.04,40.829114,-73.950426,71,"KEY, CREDITCARD",22,false,0,0,19,0,true,true,true,false,2023-02-02 22:17:24.000000 UTC
4423,57 St & 4 Ave,3093.07,40.642622,-74.016866,71,"KEY, CREDITCARD",22,false,0,0,22,0,true,true,true,false,2023-02-02 23:25:17.000000 UTC
4915,Prospect Pl & Nostrand Ave,4025.02,40.67428,-73.9503,71,"KEY, CREDITCARD",22,false,0,0,22,0,true,true,true,false,2023-02-02 23:35:17.000000 UTC
4969,Bergen St & Troy Ave,4048.03,40.67524,-73.93596,71,"KEY, CREDITCARD",22,false,0,0,22,0,true,true,true,false,2023-02-02 19:20:24.000000 UTC
4989,Bergen St & Kingston Ave,4089.01,40.6756,-73.9415,71,"KEY, CREDITCARD",22,false,0,0,22,0,true,true,true,false,2023-02-02 19:26:36.000000 UTC
4505,University Ave & Brandt Pl,8366.07,40.848354,-73.918389,71,"KEY, CREDITCARD",23,false,0,0,20,0,true,true,true,false,2023-02-02 23:28:48.000000 UTC
3983,Westchester Ave & E 156 St,7891.06,40.817802,-73.905203,71,"KEY, CREDITCARD",23,false,0,0,21,0,true,true,true,false,2023-02-02 21:04:15.000000 UTC
344,Monroe St & Bedford Ave,4368.05,40.6851443,-73.95380904,71,"KEY, CREDITCARD",23,false,0,0,22,0,true,true,true,false,2023-02-03 00:03:37.000000 UTC
4029,Courtlandt Ave & E 149 St,7840.05,40.816402,-73.919549,71,"KEY, CREDITCARD",23,false,0,0,22,0,true,true,true,false,2023-02-02 21:48:27.000000 UTC
4067,Amsterdam Ave & W 180 St,8353.02,40.847396,-73.931205,71,"KEY, CREDITCARD",23,false,0,0,22,0,true,true,true,false,2023-02-02 21:53:57.000000 UTC
4453,Audubon Ave & Fort George Ave,8491.07,40.857157813919038,-73.927173614501953,71,"KEY, CREDITCARD",23,false,0,0,22,0,true,true,true,false,2023-02-02 20:42:12.000000 UTC
3884,Centre St & Seneca Ave,4837.03,40.69969,-73.9022,71,"KEY, CREDITCARD",23,false,0,0,23,0,true,true,true,false,2023-02-02 23:19:19.000000 UTC
4135,Westchester Ave & Longwood Ave,7909.07,40.819701,-73.901311,71,"KEY, CREDITCARD",23,false,0,0,23,0,true,true,true,false,2023-02-02 22:31:57.000000 UTC
4878,63 St & 59 Dr,5392.04,40.71832,-73.90128,71,"KEY, CREDITCARD",23,false,0,0,23,0,true,true,true,false,2023-02-02 09:54:37.000000 UTC
4510,University Ave & W Burnside Ave,8462.09,40.85501,-73.910751,71,"KEY, CREDITCARD",24,false,0,0,21,0,true,true,true,false,2023-02-02 19:41:37.000000 UTC
4419,44 St & 6 Ave,3233.06,40.647105,-74.004483,71,"KEY, CREDITCARD",24,false,0,0,23,0,true,true,true,false,2023-02-02 23:00:26.000000 UTC
